Date,Close
1/2/2015 16:00,91.88
1/5/2015 16:00,87.03
1/6/2015 16:00,86.47
1/7/2015 16:00,87.81
1/8/2015 16:00,88.71
1/9/2015 16:00,87.65
1/12/2015 16:00,86.89
1/13/2015 16:00,86.37
1/14/2015 16:00,86.07
1/15/2015 16:00,84.32
1/16/2015 16:00,83.86
1/20/2015 16:00,83.97
1/21/2015 16:00,85.37
1/22/2015 16:00,86.82
1/23/2015 16:00,85.61
1/26/2015 16:00,86.03
1/27/2015 16:00,79.85
1/28/2015 16:00,80.01
1/29/2015 16:00,80
1/30/2015 16:00,79.97
2/2/2015 16:00,80.84
2/3/2015 16:00,83.92
2/4/2015 16:00,81.95
2/5/2015 16:00,83.57
2/6/2015 16:00,83.21
2/9/2015 16:00,84.67
2/10/2015 16:00,83.9
2/11/2015 16:00,83.41
2/12/2015 16:00,83.53
2/13/2015 16:00,85.13
2/17/2015 16:00,85.38
2/18/2015 16:00,84.8
2/19/2015 16:00,83.3
2/20/2015 16:00,84.44
2/23/2015 16:00,83.49
2/24/2015 16:00,84.5
2/25/2015 16:00,85.15
2/26/2015 16:00,83.8
2/27/2015 16:00,82.9
3/2/2015 16:00,83
3/3/2015 16:00,82.84
3/4/2015 16:00,81.73
3/5/2015 16:00,81.51
3/6/2015 16:00,80.06
3/9/2015 16:00,80.81
3/10/2015 16:00,79.91
3/11/2015 16:00,79.7
3/12/2015 16:00,80.19
3/13/2015 16:00,79.23
3/16/2015 16:00,79.97
3/17/2015 16:00,78.45
3/18/2015 16:00,81.33
3/19/2015 16:00,80.09
3/20/2015 16:00,81.19
3/23/2015 16:00,81.09
3/24/2015 16:00,80.48
3/25/2015 16:00,79.86
3/26/2015 16:00,79.88
3/27/2015 16:00,79.67
3/30/2015 16:00,81.37
3/31/2015 16:00,80.03
4/1/2015 16:00,79.64
4/2/2015 16:00,80.24
4/6/2015 16:00,81.49
4/7/2015 16:00,80.54
4/8/2015 16:00,80.44
4/9/2015 16:00,80.68
4/10/2015 16:00,82.6
4/13/2015 16:00,82.14
4/14/2015 16:00,83
4/15/2015 16:00,85.16
4/16/2015 16:00,84.34
4/17/2015 16:00,83.28
4/20/2015 16:00,84.6
4/21/2015 16:00,83.92
4/22/2015 16:00,84.87
4/23/2015 16:00,84.79
4/24/2015 16:00,84.6
4/27/2015 16:00,85.33
4/28/2015 16:00,86.2
4/29/2015 16:00,87.5
4/30/2015 16:00,86.88
5/1/2015 16:00,87.37
5/4/2015 16:00,87.3
5/5/2015 16:00,87
5/6/2015 16:00,86.99
5/7/2015 16:00,86.43
5/8/2015 16:00,87.31
5/11/2015 16:00,88.77
5/12/2015 16:00,88.16
5/13/2015 16:00,88.44
5/14/2015 16:00,88.74
5/15/2015 16:00,88.43
5/18/2015 16:00,88.29
5/19/2015 16:00,87.24
5/20/2015 16:00,87.93
5/21/2015 16:00,89.33
5/22/2015 16:00,88.63
5/26/2015 16:00,87.84
5/27/2015 16:00,87.92
5/28/2015 16:00,86.01
5/29/2015 16:00,85.32
6/1/2015 16:00,85.53
6/2/2015 16:00,86.17
6/3/2015 16:00,86.23
6/4/2015 16:00,85.47
6/5/2015 16:00,86.05
6/8/2015 16:00,86.15
6/9/2015 16:00,86.73
6/10/2015 16:00,88.48
6/11/2015 16:00,88.17
6/12/2015 16:00,87.85
6/15/2015 16:00,87.13
6/16/2015 16:00,86.59
6/17/2015 16:00,87.25
6/18/2015 16:00,87.44
6/19/2015 16:00,87.52
6/22/2015 16:00,88.27
6/23/2015 16:00,88.45
6/24/2015 16:00,88.17
6/25/2015 16:00,86.72
6/26/2015 16:00,86.82
6/29/2015 16:00,85.3
6/30/2015 16:00,84.82
7/1/2015 16:00,83.95
7/2/2015 16:00,84.38
7/6/2015 16:00,83.15
7/7/2015 16:00,83.99
7/8/2015 16:00,82.27
7/9/2015 16:00,81.69
7/10/2015 16:00,82.15
7/13/2015 16:00,83.64
7/14/2015 16:00,84.46
7/15/2015 16:00,84.16
7/16/2015 16:00,83.76
7/17/2015 16:00,83.16
7/20/2015 16:00,82.25
7/21/2015 16:00,82.22
7/22/2015 16:00,79.76
7/23/2015 16:00,76.88
7/24/2015 16:00,76.1
7/27/2015 16:00,75.32
7/28/2015 16:00,77.78
7/29/2015 16:00,77.33
7/30/2015 16:00,78.35
7/31/2015 16:00,78.63
8/3/2015 16:00,77.26
8/4/2015 16:00,76.6
8/5/2015 16:00,76.88
8/6/2015 16:00,77.46
8/7/2015 16:00,77.29
8/10/2015 16:00,80.16
8/11/2015 16:00,78.04
8/12/2015 16:00,78.92
8/13/2015 16:00,77.76
8/14/2015 16:00,78.49
8/17/2015 16:00,78.54
8/18/2015 16:00,78.82
8/19/2015 16:00,77.41
8/20/2015 16:00,76.41
8/21/2015 16:00,75
8/24/2015 16:00,72.82
8/25/2015 16:00,72.06
8/26/2015 16:00,73.87
8/27/2015 16:00,75.66
8/28/2015 16:00,75.95
8/31/2015 16:00,76.44
9/1/2015 16:00,74.9
9/2/2015 16:00,76.1
9/3/2015 16:00,74.45
9/4/2015 16:00,73.1
9/8/2015 16:00,74.3
9/9/2015 16:00,72.96
9/10/2015 16:00,72.42
9/11/2015 16:00,72.63
9/14/2015 16:00,72.77
9/15/2015 16:00,74.58
9/16/2015 16:00,75.64
9/17/2015 16:00,74.06
9/18/2015 16:00,71.86
9/21/2015 16:00,72.16
9/22/2015 16:00,71.68
9/23/2015 16:00,70.2
9/24/2015 16:00,65.8
9/25/2015 16:00,64.98
9/28/2015 16:00,63.79
9/29/2015 16:00,64.31
9/30/2015 16:00,65.36
10/1/2015 16:00,64.39
10/2/2015 16:00,65.7
10/5/2015 16:00,69.18
10/6/2015 16:00,70.82
10/7/2015 16:00,70.38
10/8/2015 16:00,71.84
10/9/2015 16:00,71.3
10/12/2015 16:00,70.5
10/13/2015 16:00,70.17
10/14/2015 16:00,70.71
10/15/2015 16:00,70.83
10/16/2015 16:00,69.68
10/19/2015 16:00,69.27
10/20/2015 16:00,70.27
10/21/2015 16:00,69.67
10/22/2015 16:00,70.88
10/23/2015 16:00,71.75
10/26/2015 16:00,71.52
10/27/2015 16:00,70.39
10/28/2015 16:00,71.97
10/29/2015 16:00,71.97
10/30/2015 16:00,72.99
11/2/2015 16:00,74.34
11/3/2015 16:00,74.75
11/4/2015 16:00,74.55
11/5/2015 16:00,74.22
11/6/2015 16:00,73.84
11/9/2015 16:00,71.89
11/10/2015 16:00,72.43
11/11/2015 16:00,71.91
11/12/2015 16:00,68.66
11/13/2015 16:00,69.63
11/16/2015 16:00,70.39
11/17/2015 16:00,69.39
11/18/2015 16:00,70.32
11/19/2015 16:00,70.02
11/20/2015 16:00,71.14
11/23/2015 16:00,71.02
11/24/2015 16:00,71.4
11/25/2015 16:00,71.49
11/27/2015 16:00,71.22
11/30/2015 16:00,72.65
12/1/2015 16:00,71.56
12/2/2015 16:00,71.03
12/3/2015 16:00,69.64
12/4/2015 16:00,69.98
12/7/2015 16:00,68.36
12/8/2015 16:00,66.54
12/9/2015 16:00,65.91
12/10/2015 16:00,66.38
12/11/2015 16:00,65.43
12/14/2015 16:00,66.12
12/15/2015 16:00,66.75
12/16/2015 16:00,67.72
12/17/2015 16:00,64.9
12/18/2015 16:00,65.11
12/21/2015 16:00,65.24
12/22/2015 16:00,68.41
12/23/2015 16:00,69.89
12/24/2015 16:00,69.38
12/28/2015 16:00,68.58
12/29/2015 16:00,69.19
12/30/2015 16:00,68.69
12/31/2015 16:00,67.96
1/4/2016 16:00,67.99
1/5/2016 16:00,67.28
1/6/2016 16:00,66.22
1/7/2016 16:00,63.94
1/8/2016 16:00,63.29
1/11/2016 16:00,61.47
1/12/2016 16:00,61.6
1/13/2016 16:00,60.89
1/14/2016 16:00,62.27
1/15/2016 16:00,59.87
1/19/2016 16:00,59.03
1/20/2016 16:00,58.81
1/21/2016 16:00,59.69
1/22/2016 16:00,60.98
1/25/2016 16:00,57.91
1/26/2016 16:00,59.16
1/27/2016 16:00,58.32
1/28/2016 16:00,61.08
1/29/2016 16:00,62.24
2/1/2016 16:00,62.7
2/2/2016 16:00,60.67
2/3/2016 16:00,63.27
2/4/2016 16:00,65.96
2/5/2016 16:00,66.12
2/8/2016 16:00,64.58
2/9/2016 16:00,63.93
2/10/2016 16:00,62.14
2/11/2016 16:00,61.41
2/12/2016 16:00,63.15
2/16/2016 16:00,65.21
2/17/2016 16:00,67.26
2/18/2016 16:00,66.12
2/19/2016 16:00,65.42
2/22/2016 16:00,67.31
2/23/2016 16:00,65.78
2/24/2016 16:00,65.88
2/25/2016 16:00,66.47
2/26/2016 16:00,66.87
2/29/2016 16:00,67.7
3/1/2016 16:00,69.09
3/2/2016 16:00,69.38
3/3/2016 16:00,71.75
3/4/2016 16:00,72.84
3/7/2016 16:00,74.77
3/8/2016 16:00,71.73
3/9/2016 16:00,71.87
3/10/2016 16:00,71.36
3/11/2016 16:00,72.8
3/14/2016 16:00,72.73
3/15/2016 16:00,72.44
3/16/2016 16:00,74.34
3/17/2016 16:00,75.9
3/18/2016 16:00,75.47
3/21/2016 16:00,75.89
3/22/2016 16:00,75.55
3/23/2016 16:00,73.68
3/24/2016 16:00,75.29
3/28/2016 16:00,75.32
3/29/2016 16:00,76.01
3/30/2016 16:00,76.51
3/31/2016 16:00,76.54
4/1/2016 16:00,76.79
4/4/2016 16:00,75.72
4/5/2016 16:00,75.24
4/6/2016 16:00,75.22
4/7/2016 16:00,74.17
4/8/2016 16:00,74.35
4/11/2016 16:00,74.63
4/12/2016 16:00,76.1
4/13/2016 16:00,79.13
4/14/2016 16:00,79.05
4/15/2016 16:00,79.17
4/18/2016 16:00,79.25
4/19/2016 16:00,80.39
4/20/2016 16:00,79.74
4/21/2016 16:00,78.66
4/22/2016 16:00,78.32
4/25/2016 16:00,76.79
4/26/2016 16:00,77.65
4/27/2016 16:00,78.68
4/28/2016 16:00,77.75
4/29/2016 16:00,77.72
5/2/2016 16:00,77.84
5/3/2016 16:00,76.36
5/4/2016 16:00,74.24
5/5/2016 16:00,72.79
5/6/2016 16:00,73.36
5/9/2016 16:00,70.78
5/10/2016 16:00,72.51
5/11/2016 16:00,72.43
5/12/2016 16:00,71.7
5/13/2016 16:00,70.07
5/16/2016 16:00,70.7
5/17/2016 16:00,71.05
5/18/2016 16:00,70.59
